,ticker,name,slug,marketcap,sector,category,symbol,size
38,DAI,Dai,dai,4803279804,Stablecoins,Payments,DAI-USD,219.1638612
39,RUNE,THORChain,thorchain,4454958172,Decentralized Exchanges,Financial,RUNE-USD,211.0677183
40,KSM,Kusama,kusama,4349389006,Smart Contract Platforms,Infrastructure,KSM-USD,208.5518882
41,CRO,Crypto.com Chain,crypto-com-chain,4310739188,Payment Platforms,Payments,CRO-USD,207.6231969
42,BTT,BitTorrent,bittorrent,4276958017,Misc,Services,BTT1-USD,206.8080757
43,COMP,Compound,compound,4251705614,Lending,Financial,COMP-USD,206.1966444
44,DASH,Dash,dash,4017345593,Currencies,Payments,DASH-USD,200.4331707
45,LEO,Unus Sed Leo,unus-sed-leo,3894580183,Centralized Exchanges,Financial,LEO-USD,197.3469073
46,ALGO,Algorand,algorand,3847089710,Smart Contract Platforms,Infrastructure,ALGO-USD,196.1399936
47,ZEC,Zcash,zcash,3780971077,Currencies,Payments,ZEC-USD,194.4471927
48,WAVES,Waves,waves,3549885993,Smart Contract Platforms,Infrastructure,WAVES-USD,188.4114114
49,COIN,Coin,coinvest,3435899995,,,COIN-USD,185.3618082
50,XEM,NEM,new-economy-movement,3070580110,Smart Contract Platforms,Infrastructure,XEM-USD,175.2307082
51,EGLD,Elrond,elrond,3028420832,Smart Contract Platforms,Infrastructure,EGLD-USD,174.0235855
52,NIO,Autonio,autonio-2,2797049601,,,NIO-USD,167.243822
53,YFI,yearn.finance,yearn-finance,2743152240,Asset Management,Financial,YFI-USD,165.6246431
54,DCR,Decred,decred,2721055366,Currencies,Payments,DCR-USD,164.9562174
55,R,Revain,revain,2563414507,Misc,Services,R-USD,160.1066678
56,TEL,Telcoin,telcoin,2530561537,Payment Platforms,Payments,TEL-USD,159.077388
57,CHZ,Chiliz,chiliz,2441859490,Misc,Media and Entertainment,CHZ-USD,156.264503
58,QTUM,Qtum,qtum,2329793916,Smart Contract Platforms,Infrastructure,QTUM-USD,152.6366246
59,ZIL,Zilliqa,zilliqa,2317554130,Smart Contract Platforms,Infrastructure,ZIL-USD,152.2351513
60,OKB,OKB,okb,2230433069,Centralized Exchanges,Financial,OKB-USD,149.3463447
61,SNX,Synthetix,synthetix,2230289911,Derivatives,Financial,SNX-USD,149.3415519
62,HBAR,Hedera Hashgraph,hedera-hashgraph,2221657187,Smart Contract Platforms,Infrastructure,HBAR-USD,149.0522455
63,NEXO,Nexo,nexo,2150615523,Lending,Financial,NEXO-USD,146.6497707
64,MANA,Decentraland,decentraland,2145861543,Virtual and Augmented Reality,Media and Entertainment,MANA-USD,146.4875948
65,SUSHI,SushiSwap,sushiswap,2137807964,Decentralized Exchanges,Financial,SUSHI-USD,146.2124469
66,UST,TerraUSD,terrausd,2096250146,Stablecoins,Payments,UST-USD,144.7843274
67,HOT,Holo,holochain,2060294197,Application Development,Infrastructure,HOT-USD,143.5372494
68,FEI,Fei Protocol,fei-protocol,2027342964,Stablecoins,Financial,FEI-USD,142.3847943
69,STX,Stacks,stacks,2004542411,Smart Contract Platforms,Infrastructure,STX1-USD,141.5818636
70,BAT,Basic Attention Token,basic-attention-token,1952834210,Advertising,Media and Entertainment,BAT-USD,139.7438446
71,ONT,Ontology,ontology,1944057254,Smart Contract Platforms,Infrastructure,ONT-USD,139.4294536
72,BTG,Bitcoin Gold,bitcoin-gold,1912861206,Currencies,Payments,BTG-USD,138.3062257
73,NEAR,NEAR Protocol,near-protocol,1906745167,Smart Contract Platforms,Infrastructure,NEAR-USD,138.0849437
74,ENJ,Enjin Coin,enjin-coin,1895349746,Gaming,Media and Entertainment,ENJ-USD,137.6717018
75,TFUEL,Theta Fuel,theta-fuel,1866117661,Content Creation and Distribution,Media and Entertainment,TFUEL-USD,136.6059172
76,DFI,DeFiChain,defichain,1835563436,Decentralized Exchanges,Financial,DFI-USD,135.4829671
77,DGB,DigiByte,digibyte,1821737517,Currencies,Payments,DGB-USD,134.9717569
78,FTM,Fantom,fantom,1807253838,Smart Contract Platforms,Infrastructure,FTM-USD,134.4341414
79,GRT,The Graph,the-graph,1779545913,Data Management,Infrastructure,GRT2-USD,133.3996219
80,CEL,Celsius Network,celsius,1705391366,Lending,Financial,CEL-USD,130.5906339
81,UMA,UMA,uma,1679098819,Derivatives,Financial,UMA-USD,129.5800455
82,ZEN,Horizen,horizen,1677987768,Smart Contract Platforms,Infrastructure,ZEN-USD,129.5371672
83,SC,Siacoin,siacoin,1674649829,File Storage,Services,SC-USD,129.4082621
